,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
29,1,28,escreveu,25.0,32.0,parataxis,escrever,VERB,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
30,1,29,Kori,28.0,27.0,nsubj,Kori,PROPN,NNP,"{'Gender': 'Masc', 'Number': 'Sing'}",,
31,1,30,Schulman,29.0,21.0,flat:name,Schulman,PROPN,NNP,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
32,1,31,",",32.0,33.0,punct,",",PUNCT,",",,,
33,1,32,assistente,29.0,5.0,appos,assistente,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
34,1,33,especial,32.0,4.0,amod,especial,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,
35,1,34,de,35.0,7.0,case,de,ADP,IN,,,
36,1,35,Obama,32.0,26.0,nmod,Obama,PROPN,NNP,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
37,1,36,",",32.0,33.0,punct,",",PUNCT,",",,,
39,1,37,em,39.0,7.0,case,em,ADP,INDT,,,
40,1,38,uma,39.0,16.0,det,um,DET,,"{'Definite': 'Ind', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
41,1,39,publicação,28.0,30.0,obl,publicação,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
43,1,40,em,42.0,7.0,case,em,ADP,INDT,,,
44,1,41,o,42.0,16.0,det,o,DET,,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
45,1,42,blog,39.0,26.0,nmod,blog,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
46,1,43,",",46.0,33.0,punct,",",PUNCT,",",,,
48,1,44,em,46.0,7.0,case,em,ADP,INDT,,,
49,1,45,a,46.0,16.0,det,o,DET,,"{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
50,1,46,segunda-feira,28.0,30.0,obl,segunda-feira,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
51,1,47,.,25.0,33.0,punct,.,PUNCT,.,,,
52,2,1,Para,2.0,7.0,case,_,ADP,IN,,,
53,2,2,aqueles,19.0,26.0,nmod,_,PRON,PDEM,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'ToDo': 'nmod'}
54,2,3,que,4.0,27.0,nsubj,_,PRON,WP,,,
55,2,4,seguem,2.0,1.0,acl:relcl,seguir,VERB,VBC,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres'}",,
56,2,5,as,6.0,16.0,det,o,DET,DT,"{'Gender': 'Fem', 'Number': 'Plur', 'PronType': 'Art'}",,
57,2,6,transições,4.0,29.0,obj,transição,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Plur'}",,
59,2,7,de,9.0,7.0,case,de,ADP,INDT,,,
60,2,8,as,9.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Plur', 'PronType': 'Art'}",,
61,2,9,redes,6.0,26.0,nmod,rede,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Plur'}",,
62,2,10,sociais,9.0,4.0,amod,social,ADJ,JJ,"{'Gender': 'Fem', 'Number': 'Plur'}",,
64,2,11,em,13.0,7.0,case,em,ADP,INDT,,,
65,2,12,o,13.0,16.0,det,o,DET,,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
66,2,13,Capitol,4.0,30.0,obl,Capitol,PROPN,NNP,"{'Gender': 'Masc', 'Number': 'Sing'}",,
67,2,14,Hill,13.0,21.0,flat,Hill,PROPN,NNP,"{'Foreign': 'Yes', 'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
68,2,15,",",2.0,33.0,punct,",",PUNCT,",",,,
69,2,16,esta,20.0,27.0,nsubj,_,PRON,PDEM,"{'Gender': 'Fem', 'Number': 'Sing'}",,
70,2,17,será,20.0,13.0,cop,ser,AUX,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut'}",,
71,2,18,um,20.0,16.0,det,um,DET,DT,"{'Gender': 'Masc', 'Number': 'Sing'}",,
72,2,19,pouco,20.0,3.0,advmod,pouco,ADV,,,,
73,2,20,diferente,0.0,35.0,root,diferente,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
74,2,21,.,20.0,33.0,punct,.,PUNCT,.,,,
75,3,1,Mas,23.0,17.0,discourse,_,CCONJ,CC,,,
77,3,2,em,4.0,7.0,case,em,ADP,INDT,,,
78,3,3,uma,4.0,16.0,det,um,DET,,"{'Gender': 'Fem', 'Number': 'Sing'}",,
79,3,4,pausa,23.0,30.0,obl,pausa,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
81,3,5,de,8.0,7.0,case,de,ADP,INDT,,,
82,3,6,a,8.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
83,3,7,sua,8.0,16.0,det,_,PRON,DTP$,"{'Gender': 'Fem', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person': '3', 'PronType': 'Prs'}",,
84,3,8,retórica,4.0,26.0,nmod,_,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
85,3,9,passada,8.0,4.0,amod,passado,ADJ,JJ,"{'Gender': 'Fem', 'Number': 'Sing'}",,
86,3,10,acerca,13.0,7.0,case,acerca,ADV,RB,,,
88,3,11,de,10.0,20.0,fixed,de,ADP,INDT,,,
89,3,12,a,13.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
90,3,13,restrição,8.0,26.0,nmod,restrição,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
92,3,14,de,16.0,7.0,case,de,ADP,INDT,,,
93,3,15,a,16.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
94,3,16,imigração,13.0,26.0,nmod,imigração,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
95,3,17,",",4.0,33.0,punct,",",PUNCT,",",,,
96,3,18,o,19.0,16.0,det,o,DET,DT,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
97,3,19,nomeado,23.0,27.0,nsubj,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
99,3,20,de,22.0,7.0,case,de,ADP,INDT,,,
100,3,21,o,22.0,16.0,det,o,DET,,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
101,3,22,GOP,19.0,26.0,nmod,GOP,PROPN,NNP,"{'Gender': 'Masc', 'Number': 'Sing'}",,
102,3,23,anunciou,0.0,35.0,root,anunciar,VERB,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
103,3,24,que,31.0,25.0,mark,que,SCONJ,IN,,,{'SpaceAfter': 'No'}
104,3,25,",",27.0,33.0,punct,",",PUNCT,",",,,
105,3,26,como,27.0,7.0,case,como,ADP,IN,,,
106,3,27,presidente,31.0,30.0,obl,presidente,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
107,3,28,",",27.0,33.0,punct,",",PUNCT,",",,,
108,3,29,ele,31.0,27.0,nsubj,_,PRON,PRP,"{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3'}",,
109,3,30,iria,31.0,6.0,aux,_,AUX,VBC,"{'Mood': 'Cnd', 'Number': 'Sing', 'Person': '3'}",,
110,3,31,permitir,23.0,9.0,ccomp,_,VERB,VB,,,
111,3,32,"""",33.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
112,3,33,números,31.0,29.0,obj,número,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
113,3,34,tremendos,33.0,4.0,amod,tremendo,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'SpaceAfter': 'No'}
114,3,35,"""",33.0,33.0,punct,"""",PUNCT,'',,,
115,3,36,de,37.0,7.0,case,de,ADP,IN,,,
116,3,37,imigrantes,33.0,26.0,nmod,imigrante,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
117,3,38,legais,37.0,4.0,amod,legal,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'SpaceAfter': 'No'}
118,3,39,",",40.0,33.0,punct,",",PUNCT,",",,,
119,3,40,baseado,31.0,1.0,acl,_,VERB,VBN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
121,3,41,em,44.0,7.0,case,em,ADP,INDT,,,
122,3,42,um,44.0,16.0,det,um,DET,,"{'Gender': 'Masc', 'Number': 'Sing'}",,
123,3,43,"""",44.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
124,3,44,sistema,40.0,30.0,obl,sistema,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
125,3,45,de,46.0,7.0,case,de,ADP,IN,,,
126,3,46,mérito,44.0,26.0,nmod,mérito,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
127,3,47,"""",44.0,33.0,punct,"""",PUNCT,'',,,{'SpaceAfter': 'No'}
128,3,48,.,23.0,33.0,punct,.,PUNCT,.,,,
129,4,1,“,5.0,33.0,punct,“,PUNCT,,,,{'SpaceAfter': 'No'}
130,4,2,Então,5.0,17.0,discourse,então,ADV,RB,,,{'SpaceAfter': 'No'}
131,4,3,",",2.0,33.0,punct,",",PUNCT,",",,,
132,4,4,eu,5.0,27.0,nsubj,_,PRON,PRP,"{'Case': 'Nom', 'Number': 'Sing', 'Person': '1'}",,
133,4,5,odeio,0.0,35.0,root,_,VERB,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres'}",,
134,4,6,pôr,5.0,37.0,xcomp,_,VERB,VB,,,
135,4,7,um,8.0,16.0,det,um,DET,DT,"{'Gender': 'Masc', 'Number': 'Sing'}",,
136,4,8,pouco,6.0,29.0,obj,pouco,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
137,4,9,de,10.0,7.0,case,de,ADP,IN,,,
138,4,10,pressão,8.0,26.0,nmod,pressão,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
139,4,11,em,12.0,7.0,case,em,ADP,IN,,,
140,4,12,vocês,6.0,30.0,obl,_,PRON,PRP,"{'Number': 'Plur', 'Person': '3'}",,{'SpaceAfter': 'No'}
141,4,13,",",24.0,33.0,punct,",",PUNCT,",",,,
142,4,14,mas,24.0,8.0,cc,_,CCONJ,CC,,,
143,4,15,o,16.0,16.0,det,o,DET,DT,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
144,4,16,destino,24.0,27.0,nsubj,destino,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
146,4,17,de,19.0,7.0,case,de,ADP,INDT,,,
147,4,18,a,19.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
148,4,19,república,16.0,26.0,nmod,república,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
149,4,20,está,24.0,13.0,cop,estar,AUX,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,
151,4,21,em,24.0,7.0,case,em,ADP,INDT,,,
152,4,22,os,24.0,16.0,det,o,DET,,"{'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'}",,
153,4,23,seus,24.0,16.0,det,seu,DET,DTP$,"{'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Prs'}",,
154,4,24,ombros,5.0,12.0,conj,ombro,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'SpaceAfter': 'No'}
155,4,25,”,5.0,33.0,punct,”,PUNCT,,,,{'SpaceAfter': 'No'}
156,4,26,",",27.0,33.0,punct,",",PUNCT,,,,
157,4,27,disse,5.0,32.0,parataxis,dizer,VERB,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
158,4,28,ele,27.0,27.0,nsubj,_,PRON,PRP,"{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3'}",,
160,4,29,a,31.0,7.0,case,a,ADP,INDT,,,
161,4,30,a,31.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
162,4,31,multidão,27.0,30.0,obl,multidão,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
163,4,32,reunida,31.0,1.0,acl,_,VERB,VBN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
165,4,33,em,35.0,7.0,case,em,ADP,INDT,,,
166,4,34,um,35.0,16.0,det,um,DET,,"{'Gender': 'Masc', 'Number': 'Sing'}",,
167,4,35,campo,32.0,30.0,obl,campo,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
168,4,36,esportivo,35.0,4.0,amod,esportivo,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,
170,4,37,de,39.0,7.0,case,de,ADP,INDT,,,
171,4,38,a,39.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
172,4,39,Universidade,35.0,26.0,nmod,universidade,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'Proper': 'True'}
173,4,40,de,41.0,7.0,case,de,ADP,IN,,,{'Proper': 'True'}
174,4,41,Carolina,39.0,26.0,nmod,Carolina,PROPN,NNP,"{'Gender': 'Fem', 'Number': 'Sing'}",,
176,4,42,de,44.0,7.0,case,de,ADP,INDT,,,
177,4,43,o,44.0,16.0,det,o,DET,,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
178,4,44,Norte,41.0,26.0,nmod,norte,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
179,4,45,.,5.0,33.0,punct,.,PUNCT,.,,,
180,5,1,Os,3.0,16.0,det,o,DET,DT,"{'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'}",,
181,5,2,novos,3.0,4.0,amod,novo,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Plur'}",,
182,5,3,gastos,5.0,27.0,nsubj:pass,gasto,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
183,5,4,são,5.0,6.0,aux:pass,ser,AUX,VBC,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres'}",,
184,5,5,alimentados,0.0,35.0,root,_,VERB,VBN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
186,5,6,por,9.0,7.0,case,por,ADP,INDT,,,
187,5,7,a,9.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
188,5,8,grande,9.0,4.0,amod,grande,ADJ,JJ,"{'Gender': 'Fem', 'Number': 'Sing'}",,
189,5,9,conta,5.0,30.0,obl,conta,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
190,5,10,bancária,9.0,4.0,amod,bancário,ADJ,JJ,"{'Gender': 'Fem', 'Number': 'Sing'}",,
191,5,11,de,12.0,7.0,case,de,ADP,IN,,,
192,5,12,Clinton,9.0,26.0,nmod,Clinton,PROPN,NNP,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
193,5,13,.,5.0,33.0,punct,.,PUNCT,.,,,
194,6,1,O,18.0,27.0,nsubj,o,PRON,PDEM,"{'Gender': 'Masc', 'Number': 'Sing'}",,
195,6,2,que,5.0,29.0,obj,que,PRON,WP,,,
196,6,3,ela,5.0,27.0,nsubj,ele,PRON,PRP,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3'}",,
197,6,4,está,5.0,6.0,aux,estar,AUX,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,
198,6,5,dizendo,1.0,1.0,acl:relcl,dizer,VERB,VBG,,,
199,6,6,e,7.0,8.0,cc,e,CCONJ,CC,,,
200,6,7,o,1.0,12.0,conj,_,PRON,PDEM,"{'Gender': 'Masc', 'Number': 'Sing'}",,
201,6,8,que,11.0,29.0,obj,que,PRON,WP,,,
202,6,9,ela,11.0,27.0,nsubj,ele,PRON,PRP,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3'}",,
203,6,10,está,11.0,6.0,aux,estar,AUX,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,
204,6,11,fazendo,7.0,1.0,acl:relcl,fazer,VERB,VBG,,,{'SpaceAfter': 'No'}
205,6,12,",",15.0,33.0,punct,",",PUNCT,",",,,
207,6,13,em,15.0,7.0,case,em,ADP,INDT,,,
208,6,14,a,15.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
209,6,15,verdade,18.0,30.0,obl,verdade,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
210,6,16,",",15.0,33.0,punct,",",PUNCT,",",,,
211,6,17,é,18.0,13.0,cop,ser,AUX,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres'}",,
212,6,18,inacreditável,0.0,35.0,root,inacreditável,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
213,6,19,.,18.0,33.0,punct,.,PUNCT,.,,,
214,7,1,$,0.0,35.0,root,_,SYM,SYM,,,{'SpaceAfter': 'No'}
215,7,2,"5,000",1.0,28.0,nummod,_,NUM,CD,,,
216,7,3,por,4.0,7.0,case,por,ADP,IN,,,
217,7,4,pessoa,1.0,26.0,nmod,pessoa,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
218,7,5,",",7.0,33.0,punct,",",PUNCT,",",,,
219,7,6,o,7.0,16.0,det,o,DET,DT,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
220,7,7,máximo,1.0,5.0,appos,máximo,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
221,7,8,permitido,7.0,4.0,amod,permitido,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
222,7,9,.,1.0,33.0,punct,.,PUNCT,.,,,
224,8,1,Em,3.0,7.0,case,em,ADP,INDT,,,
225,8,2,o,3.0,16.0,det,o,DET,,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
226,8,3,início,11.0,30.0,obl,início,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
227,8,4,de,5.0,7.0,case,de,ADP,IN,,,
228,8,5,outubro,3.0,26.0,nmod,outubro,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
229,8,6,",",3.0,33.0,punct,",",PUNCT,",",,,
230,8,7,a,8.0,16.0,det,o,DET,DT,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
231,8,8,equipe,11.0,27.0,nsubj,equipe,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
232,8,9,de,10.0,7.0,case,de,ADP,IN,,,
233,8,10,transição,8.0,26.0,nmod,transição,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
234,8,11,utilizou,0.0,35.0,root,utilizar,VERB,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
235,8,12,o,14.0,16.0,det,o,DET,PDT,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
236,8,13,mesmo,14.0,16.0,det,_,DET,DT,"{'Gender': 'Masc', 'Number': 'Sing'}",,
237,8,14,local,11.0,29.0,obj,local,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
238,8,15,para,17.0,7.0,case,para,ADP,IN,,,
239,8,16,se,17.0,19.0,expl:pv,_,PRON,SE,{'Person': '3'},,
240,8,17,encontrar,11.0,37.0,xcomp,_,VERB,VB,,,
241,8,18,com,20.0,7.0,case,_,ADP,IN,,,
242,8,19,os,20.0,16.0,det,o,DET,DT,"{'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'}",,
243,8,20,lobistas,17.0,30.0,obl,lobista,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'SpaceAfter': 'No'}
244,8,21,",",22.0,33.0,punct,",",PUNCT,",",,,
245,8,22,convidando,11.0,1.0,acl,_,VERB,VBG,,,
246,8,23,os,24.0,16.0,det,o,DET,DT,"{'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'}",,
247,8,24,representantes,22.0,29.0,obj,representante,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
249,8,25,de,27.0,7.0,case,de,ADP,INDT,,,
250,8,26,a,27.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
251,8,27,Uber,24.0,26.0,nmod,Uber,PROPN,NNP,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
252,8,28,",",31.0,33.0,punct,",",PUNCT,",",,,
254,8,29,de,31.0,7.0,case,de,ADP,INDT,,,
255,8,30,a,31.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
256,8,31,Motion,27.0,12.0,conj,Motion,PROPN,NNP,"{'Gender': 'Fem', 'Number': 'Sing'}",,
257,8,32,Picture,31.0,21.0,flat:name,Picture,PROPN,NNP,"{'Foreign': 'Yes', 'Gender': 'Fem', 'Number': 'Sing'}",,
258,8,33,Association,31.0,21.0,flat:name,Association,PROPN,NNP,"{'Foreign': 'Yes', 'Gender': 'Fem', 'Number': 'Sing'}",,
259,8,34,of,31.0,21.0,flat:name,of,PROPN,NNP,"{'Foreign': 'Yes', 'Gender': 'Fem', 'Number': 'Sing'}",,
260,8,35,America,31.0,21.0,flat:name,America,PROPN,NNP,"{'Foreign': 'Yes', 'Gender': 'Fem', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
261,8,36,",",39.0,33.0,punct,",",PUNCT,",",,,
263,8,37,de,39.0,7.0,case,de,ADP,INDT,,,
264,8,38,a,39.0,16.0,det,o,DET,,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
265,8,39,Consumer,27.0,12.0,conj,Consumer,PROPN,NNP,"{'Gender': 'Fem', 'Number': 'Sing'}",,
266,8,40,Technology,39.0,21.0,flat:name,Technology,PROPN,NNP,"{'Foreign': 'Yes', 'Gender': 'Fem', 'Number': 'Sing'}",,
267,8,41,Association,39.0,21.0,flat:name,Association,PROPN,NNP,"{'Foreign': 'Yes', 'Gender': 'Fem', 'Number': 'Sing'}",,
268,8,42,e,45.0,8.0,cc,e,CCONJ,,,,
269,8,43,de,45.0,7.0,case,de,ADP,IN,,,{'ToDo': 'ex-adp-child'}
270,8,44,outros,45.0,16.0,det,_,DET,DT,"{'Gender': 'Masc', 'Number': 'Plur'}",,
271,8,45,grupos,27.0,12.0,conj,grupo,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'SpaceAfter': 'No'}
272,8,46,.,11.0,33.0,punct,.,PUNCT,.,,,
273,9,1,O,2.0,16.0,det,o,DET,DT,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
274,9,2,encontro,5.0,27.0,nsubj:pass,encontro,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
275,9,3,foi,5.0,6.0,aux:pass,_,AUX,VBC,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
276,9,4,originalmente,5.0,3.0,advmod,originalmente,ADV,RB,,,
277,9,5,marcado,0.0,35.0,root,_,VERB,VBN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
278,9,6,para,8.0,7.0,case,para,ADP,IN,,,
279,9,7,o,8.0,16.0,det,o,DET,DT,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
