,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
23,1,24,라는,25,1,acl:relcl,_,VERB,VV,{'Form': 'Adn'},,"{'Translit': '.ra.neun', 'LTranslit': None}"
24,1,25,글을,27,29,obj,글,NOUN,NN+CM,"{'Case': 'Acc', 'Polite': 'Form'}",,"{'MSeg': '글-을', 'Translit': '.geul.eul', 'LTranslit': '.geul'}"
25,1,26,블로그에,27,3,advmod,블로그,NOUN,NN+CM,{'Polite': 'Form'},,"{'MSeg': '블로그-에', 'Translit': '.beul.ro.geu.e', 'LTranslit': '.beul.ro.geu'}"
26,1,27,올렸다,0,35,root,_,VERB,VV,"{'Mood': 'Ind', 'Tense': 'Past', 'VerbForm': 'Fin'}",,"{'SpaceAfter': 'No', 'Translit': '.ol.ryeoss.da', 'LTranslit': None}"
27,1,28,.,27,33,punct,.,PUNCT,.,,,"{'Translit': '.', 'LTranslit': None}"
28,2,1,소셜,2,11,compound,_,NOUN,NN,,,"{'Translit': '.so.syeol', 'LTranslit': None}"
29,2,2,미디어,3,11,compound,_,NOUN,NN,,,"{'Translit': '.mi.di.eo', 'LTranslit': None}"
30,2,3,전환을,4,29,obj,전환,NOUN,NN+CM,"{'Case': 'Acc', 'Polite': 'Form'}",,"{'MSeg': '전환-을', 'Translit': '.jeon.hwan.eul', 'LTranslit': '.jeon.hwan'}"
31,2,4,따르는,7,1,acl:relcl,_,VERB,VV,{'Form': 'Adn'},,"{'Translit': '.dda.reu.neun', 'LTranslit': None}"
32,2,5,미국,6,11,compound,_,PROPN,NNP,,,"{'Translit': '.mi.gug', 'LTranslit': None}"
33,2,6,의회,7,11,compound,_,NOUN,NN,,,"{'Translit': '.yi.hoe', 'LTranslit': None}"
34,2,7,의원들에게,10,3,advmod,의원들,NOUN,NN+CM,"{'Number': 'Plur', 'Polite': 'Form'}",,"{'MSeg': '의원들-에게', 'Translit': '.yi.weon.deul.e.ge', 'LTranslit': '.yi.weon.deul'}"
35,2,8,이것은,10,27,nsubj,이것,PRON,PRD+CM,"{'Case': 'Nom', 'Polite': 'Form'}",,"{'MSeg': '이것-은', 'Translit': '.i.geos.eun', 'LTranslit': '.i.geos'}"
36,2,9,조금,10,3,advmod,_,ADV,RB,,,"{'Translit': '.jo.geum', 'LTranslit': None}"
37,2,10,다를,11,15,dep,_,ADJ,JJ,{'Form': 'Adn'},,"{'Translit': '.da.reul', 'LTranslit': None}"
38,2,11,것,0,35,root,_,NOUN,NNB,,,"{'SpaceAfter': 'No', 'Translit': '.geos', 'LTranslit': None}"
39,2,12,이다,11,13,cop,_,AUX,VC,"{'Mood': 'Ind', 'VerbForm': 'Fin'}",,"{'SpaceAfter': 'No', 'Translit': '.i.da', 'LTranslit': None}"
40,2,13,.,11,33,punct,.,PUNCT,.,,,"{'Translit': '.', 'LTranslit': None}"
41,3,1,그러나,37,3,advmod,_,CCONJ,CC,,,"{'Translit': '.geu.reo.na', 'LTranslit': None}"
42,3,2,이민자,3,11,compound,_,NOUN,NN,,,"{'Translit': '.i.min.ja', 'LTranslit': None}"
43,3,3,수를,5,29,obj,수,NOUN,NN+CM,"{'Case': 'Acc', 'Polite': 'Form'}",,"{'MSeg': '수-를', 'Translit': '.su.reul', 'LTranslit': '.su'}"
44,3,4,줄여야,5,6,aux,_,VERB,VV,"{'Form': 'Aux', 'Voice': 'Cau'}",,"{'Translit': '.jul.yeo.ya', 'LTranslit': None}"
45,3,5,한다던,7,1,acl:relcl,_,VERB,VX,"{'Form': 'Adn', 'Tense': 'Past'}",,"{'Translit': '.han.da.deon', 'LTranslit': None}"
46,3,6,과거의,7,26,nmod:poss,과거,NOUN,NN+CM,"{'Case': 'Gen', 'Polite': 'Form'}",,"{'MSeg': '과거-의', 'Translit': '.gwa.geo.yi', 'LTranslit': '.gwa.geo'}"
47,3,7,발언과,9,3,advmod,발언,NOUN,NN+CM,{'Polite': 'Form'},,"{'SpaceAfter': 'No', 'MSeg': '발언-과', 'Translit': '.bal.eon.gwa', 'LTranslit': '.bal.eon'}"
48,3,8,는,7,7,case,는,PART,AP,,,"{'Translit': '.neun', 'LTranslit': None}"
49,3,9,다르게,37,2,advcl,_,ADJ,JJ,{'Form': 'Compl'},,"{'Translit': '.da.reu.ge', 'LTranslit': None}"
50,3,10,미국,14,11,compound,_,PROPN,NNP,,,"{'Translit': '.mi.gug', 'LTranslit': None}"
51,3,11,공화당,10,21,flat:name,_,PROPN,NNP,,,"{'Translit': '.gong.hwa.dang', 'LTranslit': None}"
52,3,12,대통령,13,11,compound,_,NOUN,NN,,,"{'Translit': '.dae.tong.ryeong', 'LTranslit': None}"
53,3,13,후보,14,11,compound,_,NOUN,NN,,,"{'Translit': '.hu.bo', 'LTranslit': None}"
54,3,14,지명자는,37,27,nsubj,지명자,NOUN,NN+CM,"{'Case': 'Nom', 'Polite': 'Form'}",,"{'MSeg': '지명자-는', 'Translit': '.ji.myeong.ja.neun', 'LTranslit': '.ji.myeong.ja'}"
55,3,15,자신이,17,27,nsubj,자신,PRON,PRP+CM,"{'Case': 'Nom', 'Polite': 'Form'}",,"{'MSeg': '자신-이', 'Translit': '.ja.sin.i', 'LTranslit': '.ja.sin'}"
56,3,16,대통령이,17,11,compound:lvc,대통령,NOUN,NN+CM,{'Polite': 'Form'},,"{'MSeg': '대통령-이', 'Translit': '.dae.tong.ryeong.i', 'LTranslit': '.dae.tong.ryeong'}"
57,3,17,되면,36,2,advcl,_,VERB,VV,{'Form': 'Compl'},,"{'Translit': '.doe.myeon', 'LTranslit': None}"
58,3,18,“,20,33,punct,“,PUNCT,``,,,"{'SpaceAfter': 'No', 'Translit': '“', 'LTranslit': None}"
59,3,19,실적,20,11,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.sil.jeog', 'LTranslit': None}"
60,3,20,주의,27,3,advmod,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.ju.yi', 'LTranslit': None}"
61,3,21,(,23,33,punct,(,PUNCT,(,,,"{'SpaceAfter': 'No', 'Translit': '(', 'LTranslit': None}"
62,3,22,merit,23,11,compound,_,NOUN,NN,,,"{'Translit': 'merit', 'LTranslit': None}"
63,3,23,system,20,5,appos,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'system', 'LTranslit': None}"
64,3,24,),23,33,punct,),PUNCT,),,,"{'SpaceAfter': 'No', 'Translit': ')', 'LTranslit': None}"
65,3,25,”,20,33,punct,”,PUNCT,'',,,"{'SpaceAfter': 'No', 'Translit': '”', 'LTranslit': None}"
66,3,26,에,20,7,case,에,PART,CM,{'Polite': 'Form'},,"{'Translit': '.e', 'LTranslit': None}"
67,3,27,기반해,36,2,advcl,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.gi.ban.hae', 'LTranslit': None}"
68,3,28,"""",30,33,punct,"""",PUNCT,``,,,"{'SpaceAfter': 'No', 'Translit': '""', 'LTranslit': None}"
69,3,29,엄청난,30,4,amod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': '.eom.cheong.nan', 'LTranslit': None}"
70,3,30,수,35,26,nmod:poss,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.su', 'LTranslit': None}"
71,3,31,"""",30,33,punct,"""",PUNCT,'',,,"{'SpaceAfter': 'No', 'Translit': '""', 'LTranslit': None}"
72,3,32,의,30,7,case,의,PART,CM,"{'Case': 'Gen', 'Polite': 'Form'}",,"{'Translit': '.yi', 'LTranslit': None}"
73,3,33,합법적,35,1,acl:relcl,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.hab.beob.jeog', 'LTranslit': None}"
74,3,34,인,33,13,cop,_,AUX,VC,{'Form': 'Adn'},,"{'Translit': '.in', 'LTranslit': None}"
75,3,35,이민자를,36,29,obj,이민자,NOUN,NN+CM,"{'Case': 'Acc', 'Polite': 'Form'}",,"{'MSeg': '이민자-를', 'Translit': '.i.min.ja.reul', 'LTranslit': '.i.min.ja'}"
76,3,36,허용하겠다고,37,2,advcl,허용하겠다,NOUN,NN+QP,,,"{'MSeg': '허용하겠다-고', 'Translit': '.heo.yong.ha.gess.da.go', 'LTranslit': '.heo.yong.ha.gess.da'}"
77,3,37,선포했다,0,35,root,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.seon.po.haess.da', 'LTranslit': None}"
78,3,38,.,37,33,punct,.,PUNCT,.,,,"{'Translit': '.', 'LTranslit': None}"
79,4,1,그는,21,27,nsubj,그,PRON,PRP+CM,"{'Case': 'Nom', 'Person': '3', 'Polite': 'Form'}",,"{'MSeg': '그-는', 'Translit': '.geu.neun', 'LTranslit': '.geu'}"
80,4,2,노스,3,11,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Proper': 'True', 'Translit': '.no.seu', 'LTranslit': None}"
81,4,3,캐롤라이나,4,11,compound,_,PROPN,NNP,,,"{'Translit': '.kae.rol.ra.i.na', 'LTranslit': None}"
82,4,4,대학의,6,26,nmod:poss,대학,NOUN,NN+CM,"{'Case': 'Gen', 'Polite': 'Form'}",,"{'Proper': 'True', 'MSeg': '대학-의', 'Translit': '.dae.hag.yi', 'LTranslit': '.dae.hag'}"
83,4,5,운동,6,11,compound,_,NOUN,NN,,,"{'Translit': '.un.dong', 'LTranslit': None}"
84,4,6,경기장에,7,3,advmod,경기장,NOUN,NN+CM,{'Polite': 'Form'},,"{'MSeg': '경기장-에', 'Translit': '.gyeong.gi.jang.e', 'LTranslit': '.gyeong.gi.jang'}"
85,4,7,모인,8,1,acl:relcl,_,VERB,VV,"{'Form': 'Adn', 'Voice': 'Pass'}",,"{'Translit': '.mo.in', 'LTranslit': None}"
86,4,8,군중에게,21,3,advmod,군중,NOUN,NN+CM,{'Polite': 'Form'},,"{'MSeg': '군중-에게', 'Translit': '.gun.jung.e.ge', 'LTranslit': '.gun.jung'}"
87,4,9,“,18,33,punct,“,PUNCT,``,,,"{'SpaceAfter': 'No', 'Translit': '“', 'LTranslit': None}"
88,4,10,부담,11,29,obj,_,NOUN,NN,,,"{'Translit': '.bu.dam', 'LTranslit': None}"
89,4,11,주기,12,14,csubj,_,VERB,VV,{'VerbForm': 'Ger'},,"{'Translit': '.ju.gi', 'LTranslit': None}"
90,4,12,싫지만,18,2,advcl,_,ADJ,JJ,{'Form': 'Compl'},,"{'Translit': '.sirh.ji.man', 'LTranslit': None}"
91,4,13,국가의,14,26,nmod:poss,국가,NOUN,NN+CM,"{'Case': 'Gen', 'Polite': 'Form'}",,"{'MSeg': '국가-의', 'Translit': '.gug.ga.yi', 'LTranslit': '.gug.ga'}"
92,4,14,운명이,18,27,nsubj,운명,NOUN,NN+CM,"{'Case': 'Nom', 'Polite': 'Form'}",,"{'MSeg': '운명-이', 'Translit': '.un.myeong.i', 'LTranslit': '.un.myeong'}"
93,4,15,여러분의,16,26,nmod:poss,여러분,PRON,PRP+CM,"{'Case': 'Gen', 'Person': '2', 'Polite': 'Form'}",,"{'MSeg': '여러분-의', 'Translit': '.yeo.reo.bun.yi', 'LTranslit': '.yeo.reo.bun'}"
94,4,16,어깨에,18,3,advmod,어깨,NOUN,NN+CM,{'Polite': 'Form'},,"{'MSeg': '어깨-에', 'Translit': '.eo.ggae.e', 'LTranslit': '.eo.ggae'}"
95,4,17,달려,18,6,aux,_,VERB,VV,{'Form': 'Aux'},,"{'Translit': '.dal.ryeo', 'LTranslit': None}"
96,4,18,있습니다,21,2,advcl,_,VERB,VX,"{'Mood': 'Ind', 'VerbForm': 'Fin'}",,"{'SpaceAfter': 'No', 'Translit': '.iss.seub.ni.da', 'LTranslit': None}"
97,4,19,”,18,33,punct,”,PUNCT,'',,,"{'SpaceAfter': 'No', 'Translit': '”', 'LTranslit': None}"
98,4,20,라고,18,7,case,라고,PART,QP,,,"{'Translit': '.ra.go', 'LTranslit': None}"
99,4,21,말했다,0,35,root,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.mal.haess.da', 'LTranslit': None}"
100,4,22,.,21,33,punct,.,PUNCT,.,,,"{'Translit': '.', 'LTranslit': None}"
101,5,1,새로운,2,4,amod,_,ADJ,JJ,{'Form': 'Adn'},,"{'Translit': '.sae.ro.un', 'LTranslit': None}"
102,5,2,지출금은,7,27,nsubj:pass,지출금,NOUN,NN+CM,"{'Case': 'Nom', 'Polite': 'Form'}",,"{'MSeg': '지출금-은', 'Translit': '.ji.chul.geum.eun', 'LTranslit': '.ji.chul.geum'}"
103,5,3,클린턴의,6,26,nmod:poss,클린턴,PROPN,NNP+CM,"{'Case': 'Gen', 'Polite': 'Form'}",,"{'MSeg': '클린턴-의', 'Translit': '.keul.rin.teon.yi', 'LTranslit': '.keul.rin.teon'}"
104,5,4,거액의,6,26,nmod:poss,거액,NOUN,NN+CM,"{'Case': 'Gen', 'Polite': 'Form'}",,"{'MSeg': '거액-의', 'Translit': '.geo.aeg.yi', 'LTranslit': '.geo.aeg'}"
105,5,5,은행,6,11,compound,_,NOUN,NN,,,"{'Translit': '.eun.haeng', 'LTranslit': None}"
106,5,6,계좌에서,7,3,advmod,계좌,NOUN,NN+CM,{'Polite': 'Form'},,"{'MSeg': '계좌-에서', 'Translit': '.gye.jwa.e.seo', 'LTranslit': '.gye.jwa'}"
107,5,7,충당되었다,0,35,root,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.chung.dang.doe.eoss.da', 'LTranslit': None}"
108,5,8,.,7,33,punct,.,PUNCT,.,,,"{'Translit': '.', 'LTranslit': None}"
109,6,1,그녀가,2,27,nsubj,그녀,PRON,PRP+CM,"{'Case': 'Nom', 'Person': '3', 'Polite': 'Form'}",,"{'MSeg': '그녀-가', 'Translit': '.geu.nyeo.ga', 'LTranslit': '.geu.nyeo'}"
110,6,2,하는,3,1,acl:relcl,_,VERB,VV,{'Form': 'Adn'},,"{'Translit': '.ha.neun', 'LTranslit': None}"
111,6,3,말과,12,27,nsubj,말,NOUN,NN+CP,{'Polite': 'Form'},,"{'MSeg': '말-과', 'Translit': '.mal.gwa', 'LTranslit': '.mal'}"
112,6,4,그녀가,5,27,nsubj,그녀,PRON,PRP+CM,"{'Case': 'Nom', 'Person': '3', 'Polite': 'Form'}",,"{'MSeg': '그녀-가', 'Translit': '.geu.nyeo.ga', 'LTranslit': '.geu.nyeo'}"
113,6,5,하는,6,1,acl:relcl,_,VERB,VV,{'Form': 'Adn'},,"{'Translit': '.ha.neun', 'LTranslit': None}"
114,6,6,행동은,3,12,conj,행동,NOUN,NN+CM,"{'Case': 'Nom', 'Polite': 'Form'}",,"{'MSeg': '행동-은', 'Translit': '.haeng.dong.eun', 'LTranslit': '.haeng.dong'}"
115,6,7,사실,12,3,advmod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': '.sa.sil', 'LTranslit': None}"
116,6,8,",",7,33,punct,",",PUNCT,",",,,"{'Translit': ',', 'LTranslit': None}"
117,6,9,믿을,10,1,acl:relcl,_,VERB,VV,{'Form': 'Adn'},,"{'Translit': '.mid.eul', 'LTranslit': None}"
118,6,10,수,11,27,nsubj,_,NOUN,NNB,,,"{'Translit': '.su', 'LTranslit': None}"
119,6,11,없을,12,1,acl:relcl,_,ADJ,JJ,{'Form': 'Adn'},,"{'Translit': '.eobs.eul', 'LTranslit': None}"
120,6,12,정도,0,35,root,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.jeong.do', 'LTranslit': None}"
121,6,13,이다,12,13,cop,_,AUX,VC,"{'Mood': 'Ind', 'VerbForm': 'Fin'}",,"{'SpaceAfter': 'No', 'Translit': '.i.da', 'LTranslit': None}"
122,6,14,.,12,33,punct,.,PUNCT,.,,,"{'Translit': '.', 'LTranslit': None}"
123,7,1,1,2,28,nummod,1,NUM,CD,{'NumType': 'Card'},,"{'SpaceAfter': 'No', 'Translit': '1', 'LTranslit': None}"
124,7,2,인당,5,11,compound,_,NOUN,NN,,,"{'Translit': '.in.dang', 'LTranslit': None}"
125,7,3,최대,5,11,compound,_,NOUN,NN,,,"{'Translit': '.choe.dae', 'LTranslit': None}"
126,7,4,"5,000",5,28,nummod,"5,000",NUM,CD,{'NumType': 'Card'},,"{'SpaceAfter': 'No', 'Translit': '5,000', 'LTranslit': None}"
127,7,5,달러가,6,27,nsubj:pass,달러,NOUN,NNB+CM,"{'Case': 'Nom', 'Polite': 'Form'}",,"{'MSeg': '달러-가', 'Translit': '.dal.reo.ga', 'LTranslit': '.dal.reo'}"
128,7,6,허용되었다,0,35,root,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.heo.yong.doe.eoss.da', 'LTranslit': None}"
129,7,7,.,6,33,punct,.,PUNCT,.,,,"{'Translit': '.', 'LTranslit': None}"
130,8,1,10,2,28,nummod,10,NUM,CD,{'NumType': 'Card'},,"{'SpaceAfter': 'No', 'Translit': '10', 'LTranslit': None}"
131,8,2,월,3,11,compound,_,NOUN,NNB,,,"{'Translit': '.weol', 'LTranslit': None}"
132,8,3,초,42,3,advmod,_,NOUN,NNB,,,"{'SpaceAfter': 'No', 'Translit': '.cho', 'LTranslit': None}"
133,8,4,",",3,33,punct,",",PUNCT,",",,,"{'Translit': ',', 'LTranslit': None}"
134,8,5,인수,6,11,compound,_,NOUN,NN,,,"{'Proper': 'True', 'Translit': '.in.su', 'LTranslit': None}"
135,8,6,위원회는,42,27,nsubj,위원회,NOUN,NN+CM,"{'Case': 'Nom', 'Polite': 'Form'}",,"{'Proper': 'True', 'MSeg': '위원회-는', 'Translit': '.wi.weon.hoe.neun', 'LTranslit': '.wi.weon.hoe'}"
136,8,7,같은,8,4,amod,_,ADJ,JJ,{'Form': 'Adn'},,"{'Translit': '.gat.eun', 'LTranslit': None}"
137,8,8,장소에서,42,3,advmod,장소,NOUN,NN+CM,{'Polite': 'Form'},,"{'MSeg': '장소-에서', 'Translit': '.jang.so.e.seo', 'LTranslit': '.jang.so'}"
138,8,9,우버,35,29,obj,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': '.u.beo', 'LTranslit': None}"
139,8,10,(,11,33,punct,(,PUNCT,(,,,"{'SpaceAfter': 'No', 'Translit': '(', 'LTranslit': None}"
140,8,11,Uber,9,5,appos,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': 'Uber', 'LTranslit': None}"
141,8,12,),11,33,punct,),PUNCT,),,,"{'SpaceAfter': 'No', 'Translit': ')', 'LTranslit': None}"
142,8,13,",",16,33,punct,",",PUNCT,",",,,"{'Translit': ',', 'LTranslit': None}"
143,8,14,미국,16,11,compound,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': '.mi.gug', 'LTranslit': None}"
144,8,15,영화,16,11,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Proper': 'True', 'Translit': '.yeong.hwa', 'LTranslit': None}"
145,8,16,협회,9,12,conj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Proper': 'True', 'Translit': '.hyeob.hoe', 'LTranslit': None}"
146,8,17,(,20,33,punct,(,PUNCT,(,,,"{'SpaceAfter': 'No', 'Translit': '(', 'LTranslit': None}"
147,8,18,Motion,19,11,compound,_,NOUN,NN,,,"{'Proper': 'True', 'Translit': 'Motion', 'LTranslit': None}"
148,8,19,Picture,20,11,compound,_,NOUN,NN,,,"{'Proper': 'True', 'Translit': 'Picture', 'LTranslit': None}"
149,8,20,Association,16,5,appos,_,NOUN,NN,,,"{'Proper': 'True', 'Translit': 'Association', 'LTranslit': None}"
150,8,21,of,20,15,dep,_,X,FW,,,"{'Proper': 'True', 'Translit': 'of', 'LTranslit': None}"
151,8,22,America,21,15,dep,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': 'America', 'LTranslit': None}"
152,8,23,),20,33,punct,),PUNCT,),,,"{'SpaceAfter': 'No', 'Translit': ')', 'LTranslit': None}"
153,8,24,",",9,33,punct,",",PUNCT,",",,,"{'Translit': ',', 'LTranslit': None}"
154,8,25,전미,26,11,compound,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': '.jeon.mi', 'LTranslit': None}"
155,8,26,소비자,27,11,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Proper': 'True', 'Translit': '.so.bi.ja', 'LTranslit': None}"
156,8,27,기술,28,11,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Proper': 'True', 'Translit': '.gi.sul', 'LTranslit': None}"
157,8,28,협회,9,12,conj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Proper': 'True', 'Translit': '.hyeob.hoe', 'LTranslit': None}"
158,8,29,(,32,33,punct,(,PUNCT,(,,,"{'SpaceAfter': 'No', 'Translit': '(', 'LTranslit': None}"
159,8,30,Consumer,31,11,compound,_,NOUN,NN,,,"{'Proper': 'True', 'Translit': 'Consumer', 'LTranslit': None}"
160,8,31,Technology,32,11,compound,_,NOUN,NN,,,"{'Proper': 'True', 'Translit': 'Technology', 'LTranslit': None}"
161,8,32,Association,28,5,appos,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Proper': 'True', 'Translit': 'Association', 'LTranslit': None}"
162,8,33,),32,33,punct,),PUNCT,),,,"{'SpaceAfter': 'No', 'Translit': ')', 'LTranslit': None}"
163,8,34,를,28,7,case,를,PART,CM,"{'Case': 'Acc', 'Polite': 'Form'}",,"{'Translit': '.reul', 'LTranslit': None}"
164,8,35,비롯한,36,1,acl:relcl,_,VERB,VV,{'Form': 'Adn'},,"{'Translit': '.bi.ros.han', 'LTranslit': None}"
165,8,36,단체의,37,26,nmod:poss,단체,NOUN,NN+CM,"{'Case': 'Gen', 'Polite': 'Form'}",,"{'MSeg': '단체-의', 'Translit': '.dan.che.yi', 'LTranslit': '.dan.che'}"
166,8,37,대표들을,38,29,obj,대표들,NOUN,NN+CM,"{'Case': 'Acc', 'Number': 'Plur', 'Polite': 'Form'}",,"{'MSeg': '대표들-을', 'Translit': '.dae.pyo.deul.eul', 'LTranslit': '.dae.pyo.deul'}"
167,8,38,초청해서,42,2,advcl,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': '.cho.cheong.hae.seo', 'LTranslit': None}"
168,8,39,기술,40,11,compound,_,NOUN,NN,,,"{'Translit': '.gi.sul', 'LTranslit': None}"
169,8,40,로비스트,41,11,compound,_,NOUN,NN,,,"{'Translit': '.ro.bi.seu.teu', 'LTranslit': None}"
170,8,41,모임을,42,29,obj,모임,NOUN,NN+CM,"{'Case': 'Acc', 'Polite': 'Form'}",,"{'MSeg': '모임-을', 'Translit': '.mo.im.eul', 'LTranslit': '.mo.im'}"
171,8,42,가졌다,0,35,root,_,VERB,VV,"{'Mood': 'Ind', 'Tense': 'Past', 'VerbForm': 'Fin'}",,"{'SpaceAfter': 'No', 'Translit': '.ga.jyeoss.da', 'LTranslit': None}"
172,8,43,.,42,33,punct,.,PUNCT,.,,,"{'Translit': '.', 'LTranslit': None}"
173,9,1,그,2,16,det,_,DET,DT,,,"{'Translit': '.geu', 'LTranslit': None}"
174,9,2,모임은,24,27,nsubj,모임,NOUN,NN+CM,"{'Case': 'Nom', 'Polite': 'Form'}",,"{'MSeg': '모임-은', 'Translit': '.mo.im.eun', 'LTranslit': '.mo.im'}"
175,9,3,원래,24,3,advmod,_,ADV,RB,,,"{'Translit': '.weon.rae', 'LTranslit': None}"
176,9,4,몇,5,16,det,_,DET,DT,,,"{'Translit': '.myeoch', 'LTranslit': None}"
177,9,5,블록,6,27,nsubj,_,NOUN,NN,,,"{'Translit': '.beul.rog', 'LTranslit': None}"
178,9,6,떨어진,7,1,acl:relcl,_,VERB,VV,{'Form': 'Adn'},,"{'Translit': '.ddeol.eo.jin', 'LTranslit': None}"
179,9,7,거리에,8,3,advmod,거리,NOUN,NN+CM,{'Polite': 'Form'},,"{'MSeg': '거리-에', 'Translit': '.geo.ri.e', 'LTranslit': '.geo.ri'}"
180,9,8,있는,17,1,acl:relcl,_,ADJ,JJ,{'Form': 'Adn'},,"{'Translit': '.iss.neun', 'LTranslit': None}"
