,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
74,3,16,環節,18,30.0,obl,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'huánjié'}"
75,3,17,，,16,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
76,3,18,作,25,15.0,dep,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'zuò'}"
77,3,19,為,18,25.0,mark:prt,_,VERB,VC,,,"{'SpaceAfter': 'No', 'Translit': 'wèi'}"
78,3,20,共和黨,21,11.0,compound,_,NOUN,NN,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'gònghédǎng'}"
79,3,21,候選人,18,29.0,obj,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'houxuǎnrén'}"
80,3,22,，,18,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
81,3,23,他,25,27.0,nsubj,_,PRON,PRP,{'Person': '3'},,"{'SpaceAfter': 'No', 'Translit': 'tā'}"
82,3,24,曾,25,3.0,advmod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': 'céng'}"
83,3,25,宣稱,0,35.0,root,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'xuānchēng'}"
84,3,26,，,38,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
85,3,27,作,38,2.0,advcl,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'zuò'}"
86,3,28,為,27,25.0,mark:prt,_,VERB,VC,,,"{'SpaceAfter': 'No', 'Translit': 'wèi'}"
87,3,29,總統,27,29.0,obj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'zǒngtǒng'}"
88,3,30,，,27,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
89,3,31,基,38,2.0,advcl,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'jī'}"
90,3,32,於,31,25.0,mark:prt,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': '於'}"
91,3,33,政績,35,26.0,nmod,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'zhèngjī'}"
92,3,34,的,33,7.0,case,_,PART,DEC,{'Case': 'Gen'},,"{'SpaceAfter': 'No', 'Translit': 'de'}"
93,3,35,考量,31,29.0,obj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'kǎoliàng'}"
94,3,36,他,38,27.0,nsubj,_,PRON,PRP,{'Person': '3'},,"{'SpaceAfter': 'No', 'Translit': 'tā'}"
95,3,37,將,38,3.0,advmod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': 'jiāng'}"
96,3,38,允許,25,9.0,ccomp,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'yǔnxǔ'}"
97,3,39,“,41,33.0,punct,_,PUNCT,``,,,"{'SpaceAfter': 'No', 'Translit': '“'}"
98,3,40,超,41,3.0,advmod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': 'chāo'}"
99,3,41,大量,44,4.0,amod,_,ADJ,JJ,,,"{'SpaceAfter': 'No', 'Translit': 'dàliàng'}"
100,3,42,”,41,33.0,punct,_,PUNCT,'',,,"{'SpaceAfter': 'No', 'Translit': '”'}"
101,3,43,合法,44,11.0,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'héfǎ'}"
102,3,44,移民,38,37.0,xcomp,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'yímín'}"
103,3,45,。,25,33.0,punct,_,PUNCT,.,,,{'Translit': '。'}
104,4,1,“,20,33.0,punct,_,PUNCT,``,,,"{'SpaceAfter': 'No', 'Translit': '“'}"
105,4,2,所以,7,3.0,advmod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': 'suǒyǐ'}"
106,4,3,我,7,27.0,nsubj,_,PRON,PRP,{'Person': '1'},,"{'SpaceAfter': 'No', 'Translit': 'wǒ'}"
107,4,4,不想,7,6.0,aux,_,AUX,MD,,,"{'SpaceAfter': 'No', 'Translit': 'bùxiǎng'}"
108,4,5,給,7,2.0,advcl,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'gěi'}"
109,4,6,你們,5,29.0,obj,_,PRON,PRP,"{'Number': 'Plur', 'Person': '2'}",,"{'SpaceAfter': 'No', 'Translit': 'nǐmen'}"
110,4,7,施加,20,15.0,dep,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'shījiā'}"
111,4,8,哪怕,11,7.0,case,_,ADP,IN,,,"{'SpaceAfter': 'No', 'Translit': 'nǎpà'}"
112,4,9,一丁點,11,4.0,amod,_,ADJ,JJ,,,"{'SpaceAfter': 'No', 'Translit': 'yīdīngdiǎn'}"
113,4,10,的,9,25.0,mark:rel,_,PART,DEC,,,"{'SpaceAfter': 'No', 'Translit': 'de'}"
114,4,11,壓力,7,30.0,obl,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'yālì'}"
115,4,12,，,7,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
116,4,13,但,20,3.0,advmod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': 'dàn'}"
117,4,14,你們,15,27.0,nsubj,_,PRON,PRP,"{'Number': 'Plur', 'Person': '2'}",,"{'SpaceAfter': 'No', 'Translit': 'nǐmen'}"
118,4,15,肩負,20,14.0,csubj,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'jiānfù'}"
119,4,16,的,15,25.0,mark:rel,_,PART,DEC,,,"{'SpaceAfter': 'No', 'Translit': 'de'}"
120,4,17,是,20,13.0,cop,_,AUX,VC,,,"{'SpaceAfter': 'No', 'Translit': 'shì'}"
121,4,18,共和國,20,26.0,nmod,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'gònghéguó'}"
122,4,19,的,18,7.0,case,_,PART,DEC,{'Case': 'Gen'},,"{'SpaceAfter': 'No', 'Translit': 'de'}"
123,4,20,命運,32,15.0,dep,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'mìngyùn'}"
124,4,21,，,20,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
125,4,22,”,20,33.0,punct,_,PUNCT,'',,,"{'SpaceAfter': 'No', 'Translit': '”'}"
126,4,23,奧巴馬,32,27.0,nsubj,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': '奧bamǎ'}"
127,4,24,對,31,7.0,case,_,ADP,IN,,,"{'SpaceAfter': 'No', 'Translit': 'duì'}"
128,4,25,在,31,1.0,acl:relcl,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'zài'}"
129,4,26,北卡羅來納,28,11.0,compound,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': 'běikǎ羅láinà'}"
130,4,27,大學,28,11.0,compound,_,NOUN,NN,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'dàxué'}"
131,4,28,運動場,25,29.0,obj,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'yùndòngchǎng'}"
132,4,29,上,28,7.0,case:loc,_,ADP,IN,,,"{'SpaceAfter': 'No', 'Translit': 'shàng'}"
133,4,30,的,25,25.0,mark:rel,_,PART,DEC,,,"{'SpaceAfter': 'No', 'Translit': 'de'}"
134,4,31,群眾,32,30.0,obl,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'qúnzhòng'}"
135,4,32,說道,0,35.0,root,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'shuōdào'}"
136,4,33,。,32,33.0,punct,_,PUNCT,.,,,{'Translit': '。'}
137,5,1,希拉里,5,26.0,nmod,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': 'xīlālǐ'}"
138,5,2,的,1,7.0,case,_,PART,DEC,{'Case': 'Gen'},,"{'SpaceAfter': 'No', 'Translit': 'de'}"
139,5,3,巨額,5,11.0,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': ""jù'é""}"
140,5,4,銀行,5,11.0,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'yínxíng'}"
141,5,5,帳戶,6,27.0,nsubj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'zhànghù'}"
142,5,6,使,0,35.0,root,_,VERB,VV,{'Voice': 'Cau'},,"{'SpaceAfter': 'No', 'Translit': 'shǐ'}"
143,5,7,政府,8,27.0,nsubj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'zhèngfǔ'}"
144,5,8,支出,10,14.0,csubj,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'zhīchū'}"
145,5,9,的,8,25.0,mark:rel,_,PART,DEC,,,"{'SpaceAfter': 'No', 'Translit': 'de'}"
146,5,10,突破,6,9.0,ccomp,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'tūpò'}"
147,5,11,了,10,6.0,aux,_,PART,AS,{'Aspect': 'Perf'},,"{'SpaceAfter': 'No', 'Translit': 'le'}"
148,5,12,新上限,10,29.0,obj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'xīnshàngxiàn'}"
149,5,13,。,6,33.0,punct,_,PUNCT,.,,,{'Translit': '。'}
150,6,1,她,4,26.0,nmod,_,PRON,PRP,{'Person': '3'},,"{'SpaceAfter': 'No', 'Translit': 'tā'}"
151,6,2,的,1,7.0,case,_,PART,DEC,{'Case': 'Gen'},,"{'SpaceAfter': 'No', 'Translit': 'de'}"
152,6,3,所言,4,11.0,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'suǒyán'}"
153,6,4,所行,7,27.0,nsubj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'suǒxíng'}"
154,6,5,，,4,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
155,6,6,簡直,7,3.0,advmod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': 'jiǎnzhí'}"
156,6,7,令,0,35.0,root,_,VERB,VV,{'Voice': 'Cau'},,"{'SpaceAfter': 'No', 'Translit': 'lìng'}"
157,6,8,人,9,27.0,nsubj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'rén'}"
158,6,9,難以置信,7,9.0,ccomp,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'nányǐzhìxìn'}"
159,6,10,。,7,33.0,punct,_,PUNCT,.,,,{'Translit': '。'}
160,7,1,最高,2,4.0,amod,_,ADJ,JJ,,,"{'SpaceAfter': 'No', 'Translit': 'zuìgāo'}"
161,7,2,限額,7,27.0,nsubj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': ""xiàn'é""}"
162,7,3,為,7,13.0,cop,_,AUX,VC,,,"{'SpaceAfter': 'No', 'Translit': 'wèi'}"
163,7,4,每人,7,11.0,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'měirén'}"
164,7,5,"5,000",7,28.0,nummod,_,NUM,CD,{'NumType': 'Card'},,"{'SpaceAfter': 'No', 'Translit': '5,000'}"
165,7,6,美,7,11.0,compound,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': 'měi'}"
166,7,7,元,0,35.0,root,_,NOUN,NNB,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'yuán'}"
167,7,8,。,7,33.0,punct,_,PUNCT,.,,,{'Translit': '。'}
168,8,1,在,3,7.0,case,_,ADP,IN,,,"{'SpaceAfter': 'No', 'Translit': 'zài'}"
169,8,2,十,3,28.0,nummod,_,NUM,CD,{'NumType': 'Card'},,"{'SpaceAfter': 'No', 'Translit': 'shí'}"
170,8,3,月,14,30.0,obl,_,NOUN,NNB,,,"{'SpaceAfter': 'No', 'Translit': 'yuè'}"
171,8,4,初,3,7.0,case:loc,_,ADP,IN,,,"{'SpaceAfter': 'No', 'Translit': 'chū'}"
172,8,5,，,3,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
173,8,6,政權,8,11.0,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'zhèngquán'}"
174,8,7,轉移,8,11.0,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'zhuǎnyí'}"
175,8,8,團隊,14,27.0,nsubj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'tuánduì'}"
176,8,9,在,14,2.0,advcl,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'zài'}"
177,8,10,同,12,16.0,det,_,DET,DT,,,"{'SpaceAfter': 'No', 'Translit': 'tóng'}"
178,8,11,一,12,28.0,nummod,_,NUM,CD,{'NumType': 'Card'},,"{'SpaceAfter': 'No', 'Translit': 'yī'}"
179,8,12,場地,9,29.0,obj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'chǎngde'}"
180,8,13,，,9,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
181,8,14,會見,24,15.0,dep,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'huìjiàn'}"
182,8,15,了,14,6.0,aux,_,PART,AS,{'Aspect': 'Perf'},,"{'SpaceAfter': 'No', 'Translit': 'le'}"
183,8,16,技術,17,11.0,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'jì術'}"
184,8,17,團隊,20,26.0,nmod,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'tuánduì'}"
185,8,18,的,17,7.0,case,_,PART,DEC,{'Case': 'Gen'},,"{'SpaceAfter': 'No', 'Translit': 'de'}"
186,8,19,說客,20,11.0,compound,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'shuōkè'}"
187,8,20,代表,14,29.0,obj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'dàibiǎo'}"
188,8,21,，,14,33.0,punct,_,PUNCT,",",,,"{'SpaceAfter': 'No', 'Translit': '，'}"
189,8,22,他們,24,27.0,nsubj,_,PRON,PRP,"{'Number': 'Plur', 'Person': '3'}",,"{'SpaceAfter': 'No', 'Translit': 'tāmen'}"
190,8,23,分別,24,3.0,advmod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': 'fēnbié'}"
191,8,24,來,0,35.0,root,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'lái'}"
192,8,25,自,24,25.0,mark:prt,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'zì'}"
193,8,26,Uber,27,11.0,compound,_,X,FW,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'Uber'}"
194,8,27,公司,24,29.0,obj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'gōngsī'}"
195,8,28,、,31,33.0,punct,_,PUNCT,EC,,,"{'SpaceAfter': 'No', 'Translit': '、'}"
196,8,29,美國,31,11.0,compound,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': 'měiguó'}"
197,8,30,電影,31,11.0,compound,_,NOUN,NN,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'diànyǐng'}"
198,8,31,協會,27,12.0,conj,_,NOUN,NN,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'xiéhuì'}"
199,8,32,、,36,33.0,punct,_,PUNCT,EC,,,"{'SpaceAfter': 'No', 'Translit': '、'}"
200,8,33,美國,36,11.0,compound,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': 'měiguó'}"
201,8,34,消費,36,11.0,compound,_,NOUN,NN,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'xiāofèi'}"
202,8,35,科技,36,11.0,compound,_,NOUN,NN,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'kējì'}"
203,8,36,協會,27,12.0,conj,_,NOUN,NN,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'xiéhuì'}"
204,8,37,及,39,8.0,cc,_,CCONJ,CC,,,"{'SpaceAfter': 'No', 'Translit': 'jí'}"
205,8,38,其他,39,16.0,det,_,DET,DT,,,"{'SpaceAfter': 'No', 'Translit': 'qítā'}"
206,8,39,團體,27,12.0,conj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'tuántǐ'}"
207,8,40,。,24,33.0,punct,_,PUNCT,.,,,{'Translit': '。'}
208,9,1,這,2,16.0,det,_,DET,DT,,,"{'SpaceAfter': 'No', 'Translit': 'zhè'}"
209,9,2,次,3,10.0,clf,_,NOUN,NNB,,,"{'SpaceAfter': 'No', 'Translit': 'cì'}"
210,9,3,集會,5,27.0,nsubj,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'jíhuì'}"
211,9,4,原本,5,3.0,advmod,_,ADV,RB,,,"{'SpaceAfter': 'No', 'Translit': 'yuánběn'}"
212,9,5,定,0,35.0,root,_,VERB,VV,,,"{'SpaceAfter': 'No', 'Translit': 'dìng'}"
213,9,6,在,19,7.0,case,_,ADP,IN,,,"{'SpaceAfter': 'No', 'Translit': 'zài'}"
214,9,7,幾,8,28.0,nummod,_,NUM,CD,{'NumType': 'Card'},,"{'SpaceAfter': 'No', 'Translit': 'jǐ'}"
215,9,8,個,9,10.0,clf,_,NOUN,NNB,,,"{'SpaceAfter': 'No', 'Translit': 'gè'}"
216,9,9,街區,13,26.0,nmod,_,NOUN,NN,,,"{'SpaceAfter': 'No', 'Translit': 'jiēqū'}"
217,9,10,之外,9,7.0,case:loc,_,ADP,IN,,,"{'SpaceAfter': 'No', 'Translit': 'zhīwài'}"
218,9,11,的,9,7.0,case,_,PART,DEC,{'Case': 'Gen'},,"{'SpaceAfter': 'No', 'Translit': 'de'}"
219,9,12,H,13,11.0,compound,_,X,FW,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'H'}"
220,9,13,街,19,11.0,compound,_,PART,SFN,,,"{'Proper': 'True', 'SpaceAfter': 'No', 'Translit': 'jiē'}"
221,9,14,上,13,7.0,case:loc,_,ADP,NN,,,"{'SpaceAfter': 'No', 'Translit': 'shàng'}"
222,9,15,華盛頓,19,26.0,nmod,_,PROPN,NNP,,,"{'SpaceAfter': 'No', 'Translit': 'huáshèngdùn'}"
223,9,16,的,15,7.0,case,_,PART,DEC,{'Case': 'Gen'},,"{'SpaceAfter': 'No', 'Translit': 'de'}"
