,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
57,2,15,esto,17.0,27.0,nsubj,esto,DET,DT,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Dem'}",,
58,2,16,será,17.0,13.0,cop,ser,AUX,VBC,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
59,2,17,algo,0.0,35.0,root,algo,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
60,2,18,diferente,17.0,4.0,amod,diferente,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
61,2,19,.,17.0,33.0,punct,.,PUNCT,.,,,
62,3,1,Sin,10.0,17.0,discourse,sin,ADP,IN,,,
63,3,2,embargo,1.0,20.0,fixed,embargo,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
64,3,3,",",1.0,33.0,punct,",",PUNCT,",",,,
65,3,4,el,5.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
66,3,5,candidato,10.0,27.0,nsubj,candidato,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
68,3,6,de,8.0,7.0,case,de,ADP,INDT,,,
69,3,7,el,8.0,16.0,det,el,DET,,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
70,3,8,Partido,5.0,26.0,nmod,partido,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'Proper': 'True'}
71,3,9,Republicano,8.0,4.0,amod,republicano,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'Proper': 'True'}
72,3,10,rompió,0.0,35.0,root,_,VERB,VBC,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
73,3,11,con,13.0,7.0,case,con,ADP,IN,,,
74,3,12,la,13.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
75,3,13,retórica,10.0,30.0,obl,retórica,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
76,3,14,precedente,13.0,4.0,amod,_,ADJ,JJ,"{'Gender': 'Fem', 'Number': 'Sing'}",,
77,3,15,sobre,17.0,7.0,case,sobre,ADP,IN,,,
78,3,16,la,17.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
79,3,17,restricción,13.0,26.0,nmod,restricción,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
80,3,18,de,20.0,7.0,case,de,ADP,IN,,,
81,3,19,la,20.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
82,3,20,inmigración,17.0,26.0,nmod,inmigración,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
83,3,21,y,22.0,8.0,cc,y,CCONJ,CC,,,
84,3,22,afirmó,10.0,12.0,conj,_,VERB,VBC,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
85,3,23,que,27.0,25.0,mark,que,SCONJ,IN,,,
86,3,24,si,26.0,25.0,mark,si,SCONJ,IN,,,
87,3,25,fuese,26.0,13.0,cop,_,AUX,VBC,"{'Aspect': 'Imp', 'Mood': 'Sub', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
88,3,26,presidente,27.0,2.0,advcl,presidente,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
89,3,27,reconocería,22.0,9.0,ccomp,_,VERB,VBC,"{'Aspect': 'Imp', 'Mood': 'Cnd', 'Number': 'Sing', 'Person': '3', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
90,3,28,a,32.0,7.0,case,a,ADP,IN,,,
91,3,29,un,32.0,16.0,det,uno,DET,DT,"{'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
92,3,30,"""",32.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
93,3,31,gran,32.0,4.0,amod,gran,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,
94,3,32,número,27.0,30.0,obl,número,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
95,3,33,"""",32.0,33.0,punct,"""",PUNCT,'',,,
96,3,34,inmigrantes,32.0,15.0,dep,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
97,3,35,legales,34.0,4.0,amod,_,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Plur'}",,
98,3,36,mediante,39.0,7.0,case,mediante,ADP,IN,,,
99,3,37,un,39.0,16.0,det,uno,DET,DT,"{'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
100,3,38,"""",39.0,33.0,punct,"""",PUNCT,``,,,{'SpaceAfter': 'No'}
101,3,39,sistema,32.0,26.0,nmod,sistema,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
102,3,40,de,41.0,7.0,case,de,ADP,IN,,,
103,3,41,méritos,39.0,26.0,nmod,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'SpaceAfter': 'No'}
104,3,42,"""",39.0,33.0,punct,"""",PUNCT,'',,,{'SpaceAfter': 'No'}
105,3,43,.,10.0,33.0,punct,.,PUNCT,.,,,
106,4,1,No,3.0,3.0,advmod,no,ADV,RB,{'Polarity': 'Neg'},,
107,4,2,me,3.0,23.0,iobj,yo,PRON,PRP,"{'Case': 'Acc,Dat', 'Number': 'Sing', 'Person': '1', 'PrepCase': 'Npr', 'PronType': 'Prs'}",,
108,4,3,complace,0.0,35.0,root,complacer,VERB,VBC,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
109,4,4,tener,3.0,14.0,csubj,tener,VERB,VB,{'VerbForm': 'Inf'},,
110,4,5,que,6.0,25.0,mark,que,ADP,IN,,,
112,4,6,presionar,4.0,37.0,xcomp,presionar,VERB,VB,{'VerbForm': 'Inf'},,
113,4,7,les,6.0,29.0,obj,él,PRON,PRP,"{'Case': 'Dat', 'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}",,
114,4,8,",",15.0,33.0,punct,",",PUNCT,",",,,
115,4,9,pero,15.0,8.0,cc,pero,CCONJ,CC,,,
116,4,10,el,11.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
117,4,11,futuro,15.0,27.0,nsubj,futuro,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
118,4,12,de,14.0,7.0,case,de,ADP,IN,,,
119,4,13,la,14.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
120,4,14,república,11.0,26.0,nmod,república,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
121,4,15,recae,3.0,12.0,conj,_,VERB,VBC,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
122,4,16,en,17.0,7.0,case,en,ADP,IN,,,
123,4,17,ustedes,15.0,30.0,obl,tú,PRON,PRP,"{'Case': 'Acc,Nom', 'Number': 'Plur', 'Person': '2', 'Polite': 'Form', 'PronType': 'Prs'}",,{'SpaceAfter': 'No'}
124,4,18,",",19.0,33.0,punct,",",PUNCT,",",,,
125,4,19,dijo,3.0,32.0,parataxis,_,VERB,VBC,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
127,4,20,a,22.0,7.0,case,a,ADP,INDT,,,
128,4,21,el,22.0,16.0,det,el,DET,,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
129,4,22,público,19.0,30.0,obl,público,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
130,4,23,que,25.0,27.0,nsubj,que,PRON,REL,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Int,Rel'}",,
131,4,24,estaba,25.0,6.0,aux,estar,AUX,VBC,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
132,4,25,reunido,22.0,1.0,acl:relcl,reunir,VERB,VBN,"{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'}",,
133,4,26,en,28.0,7.0,case,en,ADP,IN,,,
134,4,27,un,28.0,16.0,det,uno,DET,DT,"{'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
135,4,28,campo,25.0,30.0,obl,campo,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
136,4,29,de,30.0,7.0,case,de,ADP,IN,,,
137,4,30,deportes,28.0,26.0,nmod,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
138,4,31,en,33.0,7.0,case,en,ADP,IN,,,
139,4,32,la,33.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
140,4,33,Universidad,28.0,26.0,nmod,universidad,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'Proper': 'True'}
141,4,34,de,35.0,7.0,case,de,ADP,IN,,,{'Proper': 'True'}
142,4,35,Carolina,33.0,26.0,nmod,Carolina,PROPN,NNP,{'Number': 'Sing'},,
144,4,36,de,38.0,7.0,case,de,ADP,INDT,,,
145,4,37,el,38.0,16.0,det,el,DET,,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
146,4,38,Norte,35.0,26.0,nmod,norte,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,"{'SpaceAfter': 'No', 'Proper': 'True'}"
147,4,39,.,3.0,33.0,punct,.,PUNCT,.,,,
148,5,1,Los,3.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Plur', 'PronType': 'Art'}",,
149,5,2,nuevos,3.0,4.0,amod,_,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Plur'}",,
150,5,3,gastos,4.0,27.0,nsubj,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
151,5,4,corren,0.0,35.0,root,_,VERB,VBC,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
152,5,5,a,6.0,7.0,case,a,ADP,IN,,,
153,5,6,cargo,4.0,30.0,obl,cargo,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
154,5,7,de,10.0,7.0,case,de,ADP,IN,,,
155,5,8,la,10.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
156,5,9,gran,10.0,4.0,amod,_,ADJ,JJ,"{'Gender': 'Fem', 'Number': 'Sing'}",,
157,5,10,cuenta,6.0,26.0,nmod,cuenta,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
158,5,11,bancaria,10.0,4.0,amod,_,ADJ,JJ,"{'Gender': 'Fem', 'Number': 'Sing'}",,
159,5,12,de,13.0,7.0,case,de,ADP,IN,,,
160,5,13,Clinton,10.0,26.0,nmod,Clinton,PROPN,NNP,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
161,5,14,.,4.0,33.0,punct,.,PUNCT,.,,,
162,6,1,Lo,2.0,16.0,det,él,PRON,DT,"{'Case': 'Acc', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PrepCase': 'Npr', 'PronType': 'Prs'}",,
163,6,2,que,4.0,29.0,obj,que,PRON,REL,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Int,Rel'}",,
164,6,3,está,4.0,6.0,aux,estar,AUX,VBC,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
165,6,4,diciendo,14.0,14.0,csubj,decir,VERB,VBG,{'VerbForm': 'Ger'},,
166,6,5,y,9.0,8.0,cc,y,CCONJ,CC,,,
167,6,6,lo,7.0,16.0,det,él,PRON,DT,"{'Case': 'Acc', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PrepCase': 'Npr', 'PronType': 'Prs'}",,
168,6,7,que,9.0,29.0,obj,que,PRON,REL,"{'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Int,Rel'}",,
169,6,8,está,9.0,6.0,aux,estar,AUX,VBC,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
170,6,9,haciendo,4.0,12.0,conj,hacer,VERB,VBG,{'VerbForm': 'Ger'},,
171,6,10,esta,11.0,16.0,det,_,DET,DT,"{'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Dem'}",,
172,6,11,mujer,4.0,27.0,nsubj,mujer,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
173,6,12,es,14.0,13.0,cop,ser,AUX,VBC,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
174,6,13,realmente,14.0,3.0,advmod,realmente,ADV,RB,,,
175,6,14,increíble,0.0,35.0,root,increíble,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
176,6,15,.,14.0,33.0,punct,.,PUNCT,.,,,
177,7,1,El,2.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
178,7,2,máximo,4.0,27.0,nsubj,máximo,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
179,7,3,permitido,2.0,1.0,acl,_,VERB,VBN,"{'Gender': 'Masc', 'Number': 'Sing', 'Tense': 'Past', 'VerbForm': 'Part'}",,
180,7,4,es,0.0,35.0,root,_,VERB,VBC,"{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
181,7,5,de,7.0,7.0,case,de,ADP,IN,,,
182,7,6,5 000,7.0,28.0,nummod,5 000,NUM,CD,"{'Gender': 'Masc', 'NumType': 'Card'}",,
183,7,7,$,4.0,30.0,obl,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
184,7,8,por,9.0,7.0,case,por,ADP,IN,,,
185,7,9,persona,7.0,26.0,nmod,persona,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
186,7,10,.,4.0,33.0,punct,.,PUNCT,.,,,
187,8,1,A,2.0,7.0,case,a,ADP,IN,,,
188,8,2,principios,10.0,30.0,obl,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
189,8,3,de,4.0,7.0,case,de,ADP,IN,,,
190,8,4,octubre,2.0,26.0,nmod,octubre,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
191,8,5,",",2.0,33.0,punct,",",PUNCT,",",,,
192,8,6,el,7.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
193,8,7,equipo,10.0,27.0,nsubj,equipo,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
194,8,8,de,9.0,7.0,case,de,ADP,IN,,,
195,8,9,transición,7.0,26.0,nmod,transición,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
196,8,10,utilizó,0.0,35.0,root,_,VERB,VBC,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
197,8,11,el,13.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
198,8,12,mismo,13.0,4.0,amod,mismo,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,
199,8,13,lugar,10.0,29.0,obj,lugar,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
200,8,14,para,15.0,7.0,case,para,ADP,IN,,,
202,8,15,reunir,10.0,37.0,xcomp,reunir,VERB,VB,{'VerbForm': 'Inf'},,
203,8,16,se,15.0,11.0,compound:prt,él,PRON,SE,"{'Case': 'Acc,Dat', 'Person': '3', 'PrepCase': 'Npr', 'PronType': 'Prs', 'Reflex': 'Yes'}",,
204,8,17,con,18.0,7.0,case,con,ADP,IN,,,
205,8,18,miembros,15.0,30.0,obl,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
206,8,19,de,20.0,7.0,case,de,ADP,IN,,,
207,8,20,grupos,18.0,26.0,nmod,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,
208,8,21,de,22.0,7.0,case,de,ADP,IN,,,
209,8,22,presión,20.0,26.0,nmod,presión,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,
211,8,23,de,25.0,7.0,case,de,ADP,INDT,,,
212,8,24,el,25.0,16.0,det,el,DET,,"{'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}",,
213,8,25,sector,20.0,26.0,nmod,sector,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Sing'}",,
214,8,26,tecnológico,25.0,4.0,amod,tecnológico,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Sing'}",,
215,8,27,e,28.0,8.0,cc,e,CCONJ,CC,,,
216,8,28,invitó,10.0,12.0,conj,_,VERB,VBC,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act'}",,
217,8,29,a,30.0,7.0,case,a,ADP,IN,,,
218,8,30,representantes,28.0,30.0,obl,_,NOUN,NN,{'Number': 'Plur'},,
219,8,31,de,32.0,7.0,case,de,ADP,IN,,,
220,8,32,Uber,30.0,26.0,nmod,Uber,PROPN,NNP,{'Number': 'Sing'},,{'SpaceAfter': 'No'}
221,8,33,",",36.0,33.0,punct,",",PUNCT,",",,,
222,8,34,de,36.0,7.0,case,de,ADP,IN,,,
223,8,35,la,36.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
224,8,36,Asociación,32.0,12.0,conj,asociación,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'Proper': 'True'}
225,8,37,Cinematográfica,36.0,4.0,amod,_,ADJ,JJ,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'Proper': 'True'}
226,8,38,de,39.0,7.0,case,de,ADP,IN,,,{'Proper': 'True'}
227,8,39,Estados,36.0,26.0,nmod,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'Proper': 'True'}
228,8,40,Unidos,39.0,4.0,amod,_,ADJ,JJ,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'Proper': 'True'}
229,8,41,y,44.0,8.0,cc,y,CCONJ,CC,,,
230,8,42,de,44.0,7.0,case,de,ADP,IN,,,
231,8,43,la,44.0,16.0,det,el,DET,DT,"{'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}",,
232,8,44,Asociación,32.0,12.0,conj,asociación,NOUN,NN,"{'Gender': 'Fem', 'Number': 'Sing'}",,{'Proper': 'True'}
233,8,45,de,46.0,7.0,case,de,ADP,IN,,,{'Proper': 'True'}
234,8,46,Consumidores,44.0,26.0,nmod,_,NOUN,NN,"{'Gender': 'Masc', 'Number': 'Plur'}",,{'Proper': 'True'}
